,State,County,State_abb,"Population Estimate, 2012","Population Estimate, 2016",%change_Pop_2012_2016,Percent_Change_Groc_Stor_12_16,"SNAP-authorized stores (% change), 2012-16","SNAP-authorized stores/1,000 pop (% change), 2012-16","Fast-food restaurants (% change), 2012-16",percentage_Change_FSerResta_2012 -2016,Fast Food Restaurant,Full Service Restaurant,WIC-authorized stores,SNAPS Autorized Stores,Grocery Stores,Super Centres,Convenient Stores,Specialized Food Stores,SNAPAuthStores(%),SNAP redemptions_SNAP-authorized stores(Dollars per Store),SNAP participants (% pop),Farmer Market(Count),Farmers' _markets_acceptin_g SNAP,Adult Diabetes Rate(%),Adult Obesity(%),No. of Recreation and Fitness Facilities,Population>65 Yrs(%),Poulation<18(%),Median House Hold Income,Poverty Rate(%),Persistent Poverty Counties,Child Poverty Rate(%),Population Loss Counties,PCH_REDEMP_SNAPS_12_16,PCH_SNAP_12_16
96, Arizona,Apache ,AZ,72968,73112,0.2,-10.0,-15.41,-15.31,6.666666667,-5.263157895,16,18,30,50.33,9,0,40,1,,387090.32,13.53,1,0.0,14.4,35.2,0,11.56,31.68,31072.0,38.0,1,44.7,0.0,0.107518935,-3.428615063
97, Arizona,Cochise ,AZ,131843,125770,-4.83,11.76,-9.21,-4.65,17.30769231,-4.0,61,96,16,92.0,19,3,56,7,,344830.28,13.53,4,3.0,10.3,26.0,8,17.27,23.03,43451.0,16.9,0,25.7,0.0,0.230078528,-3.428615063
98, Arizona,Coconino ,AZ,135999,140908,3.48,10.53,24.84,20.5,7.142857143,1.25,120,162,23,96.75,21,3,77,8,,341871.66,13.53,2,2.0,7.6,23.2,9,8.87,23.65,51955.0,19.5,0,20.7,0.0,-33.16842603,-3.428615063
99, Arizona,Gila ,AZ,53036,53556,0.97,-22.22,-5.32,-6.05,3.03030303,12.24489796,34,55,9,41.5,7,2,33,1,,415595.89,13.53,2,1.0,11.2,27.5,1,23.23,21.4,41346.0,21.3,0,36.6,0.0,-9.202487159,-3.428615063
100, Arizona,Graham ,AZ,36958,37599,1.7,-14.29,2.97,2.47,0.0,-29.41176471,16,12,5,26.0,6,1,17,2,,401116.82,13.53,1,0.0,10.3,32.5,1,11.45,28.41,44169.0,22.9,0,26.9,0.0,-18.27368331,-3.428615063
101, Arizona,Greenlee ,AZ,8763,9613,8.84,100.0,3.48,-5.25,-33.33333333,16.66666667,2,7,1,9.92,2,0,6,0,,85793.91,13.53,0,0.0,10.7,34.7,0,12.04,29.19,58854.0,10.1,0,11.3,0.0,-11.22536395,-3.428615063
102, Arizona,La Paz ,AZ,20365,20317,-0.24,-36.36,5.67,5.48,0.0,25.0,15,30,7,34.17,7,1,18,1,,153323.06,13.53,0,0.0,14.8,32.0,0,32.62,17.95,34835.0,22.2,0,36.9,0.0,-18.55830747,-3.428615063
103, Arizona,Maricopa ,AZ,3942959,4242997,7.07,-3.52,2.4,-4.86,4.001495886,8.808763122,2781,2384,419,2144.83,494,95,984,203,,354004.19,13.53,39,17.0,9.0,25.4,321,12.12,26.4,56017.0,16.3,0,23.0,0.0,-21.78758987,-3.428615063
104, Arizona,Mohave ,AZ,203126,205249,1.03,0.0,18.15,17.05,4.587155963,4.87804878,114,129,20,151.33,19,4,90,12,,357947.17,13.53,1,1.0,12.8,29.6,14,23.31,20.61,40360.0,17.4,0,29.8,0.0,-34.26258055,-3.428615063
105, Arizona,Navajo ,AZ,107037,110026,2.72,-22.22,3.18,0.43,-1.8181818180000002,1.298701299,54,78,25,86.42,14,2,57,1,,495089.16,13.53,3,0.0,13.1,30.9,2,13.25,29.76,37658.0,28.1,1,36.7,0.0,-18.51517989,-3.428615063
106, Arizona,Pima ,AZ,992490,1016206,2.33,-0.78,8.62,6.08,3.5593220339999996,7.248764415,611,651,87,637.17,127,13,290,52,,352251.37,13.53,27,12.0,8.8,24.2,117,15.43,22.99,47107.0,18.7,0,27.7,0.0,-23.54234056,-3.428615063
107, Arizona,Pinal ,AZ,382259,418540,8.67,-12.12,5.47,-2.39,-5.7377049179999995,11.2244898,115,109,30,165.58,29,6,75,10,,396879.49,13.53,1,0.0,12.3,31.6,9,13.86,26.53,50888.0,15.8,0,21.6,0.0,-20.10827026,-3.428615063
108, Arizona,Santa Cruz ,AZ,47321,45985,-2.91,-11.11,9.46,12.6,-12.90322581,-2.43902439,27,40,5,28.92,8,1,17,6,,598360.84,13.53,5,1.0,8.0,23.0,2,13.13,30.7,34893.0,24.4,0,36.7,0.0,-14.42024751,-3.428615063
109, Arizona,Yavapai ,AZ,212350,225562,5.86,-5.88,7.59,1.43,-9.219858156,0.490196078,128,205,22,145.25,32,5,72,17,,213366.88,13.53,8,3.0,10.5,25.3,25,24.06,19.08,47220.0,15.1,0,23.4,0.0,-35.66095056,-3.428615063
110, Arizona,Yuma ,AZ,202160,205631,1.69,-8.82,5.0,2.14,13.59223301,-7.2289156629999995,117,77,26,112.0,31,6,65,5,,527267.51,13.53,1,0.0,12.6,30.5,8,15.66,28.19,40426.0,21.1,0,30.8,0.0,-11.65282456,-3.428615063
111, Arkansas,Arkansas ,AR,18978,18214,-4.19,-20.0,13.49,17.71,-38.88888889,0.0,11,12,5,20.33,4,1,16,1,,230348.2,13.65,2,0.0,12.9,33.8,1,16.38,23.27,41179.0,20.7,0,30.5,1.0,-32.73032401,-3.204842952
112, Arkansas,Ashley ,AR,21491,20492,-4.88,-50.0,-12.31,-7.89,15.38461539,-33.33333333,15,6,6,19.0,4,1,16,0,,271583.23,13.65,2,0.0,14.5,42.1,0,16.22,24.39,39871.0,19.6,0,31.2,1.0,-7.343296249,-3.204842952
113, Arkansas,Baxter ,AR,41068,41062,-0.01,0.0,28.11,28.06,3.225806452,-29.54545455,32,31,5,36.08,7,1,20,2,,186811.57,13.65,3,0.0,16.0,32.3,4,28.09,18.08,36902.0,16.4,0,28.5,0.0,-38.78182114,-3.204842952
114, Arkansas,Benton ,AR,234243,258291,9.31,0.0,6.36,-4.36,16.78832117,15.90909091,160,153,21,139.42,30,8,86,10,,169521.93,13.65,8,5.0,9.6,30.1,25,12.19,27.94,60294.0,10.8,0,15.3,0.0,-36.43416043,-3.204842952
115, Arkansas,Boone ,AR,37356,37304,-0.14,0.0,14.35,14.42,-8.0,8.695652174,23,25,4,41.83,4,1,24,4,,191288.08,13.65,3,1.0,12.4,33.9,2,18.08,23.26,40909.0,16.5,0,25.1,0.0,-35.46115016,-3.204842952
116, Arkansas,Bradley ,AR,11273,10996,-2.52,0.0,2.56,6.3,50.0,20.0,6,6,2,10.0,3,0,5,0,,242256.26,13.65,0,0.0,13.1,39.0,1,17.74,23.3,37331.0,28.0,1,40.2,0.0,-29.61176047,-3.204842952
117, Arkansas,Calhoun ,AR,5306,5144,-3.15,-100.0,-14.29,-11.57,0.0,50.0,2,3,1,4.0,0,0,3,0,,43407.21,13.65,0,0.0,13.7,34.2,0,17.19,20.53,40526.0,16.7,0,23.1,1.0,-32.07959281,-3.204842952
118, Arkansas,Carroll ,AR,27574,27646,0.26,0.0,-0.7,-0.83,-21.05263158,2.0,15,51,5,23.58,5,1,17,4,,147914.49,13.65,3,1.0,13.0,35.8,1,18.69,22.53,37587.0,16.6,0,27.7,0.0,-30.51271652,-3.204842952
119, Arkansas,Chicot ,AR,11473,10945,-4.82,-40.0,3.91,8.54,-16.66666667,-75.0,5,2,4,15.5,3,0,10,0,,138206.91,13.65,1,0.0,15.2,43.1,0,18.21,23.08,29968.0,31.4,1,43.2,1.0,-41.55924168,-3.204842952
120, Arkansas,Clark ,AR,22807,22657,-0.66,-60.0,25.32,26.86,-5.0,0.0,19,11,4,16.5,2,1,11,1,,201698.94,13.65,1,0.0,11.6,34.3,2,14.83,19.48,37856.0,22.5,0,28.2,0.0,-45.51310777,-3.204842952
121, Arkansas,Clay ,AR,15568,14920,-4.34,33.33,-15.79,-11.48,-18.18181818,-11.11111111,9,8,3,12.0,4,0,9,0,,131674.12,13.65,1,0.0,11.1,33.7,1,20.02,22.32,35324.0,20.8,0,27.9,1.0,-12.45915523,-3.204842952
122, Arkansas,Cleburne ,AR,25824,25264,-2.22,-11.11,10.9,13.29,-5.882352941000001,0.0,16,24,4,24.58,8,1,16,1,,119668.27,13.65,1,0.0,13.5,31.8,1,23.56,19.88,43913.0,15.6,0,24.7,0.0,-37.39882631,-3.204842952
123, Arkansas,Cleveland ,AR,8615,8241,-4.54,-50.0,31.51,37.67,-50.0,,1,1,1,8.0,1,0,5,0,,70620.73,13.65,1,1.0,13.0,35.7,0,16.3,24.76,44123.0,18.1,0,25.9,0.0,-26.02396481,-3.204842952
124, Arkansas,Columbia ,AR,24429,23901,-2.21,-25.0,7.82,10.4,46.66666667,-11.11111111,22,8,6,21.83,3,1,16,1,,283629.11,13.65,1,0.0,12.9,36.4,2,16.0,22.78,38057.0,23.8,1,32.8,1.0,-28.81223977,-3.204842952
125, Arkansas,Conway ,AR,21205,20937,-1.28,0.0,19.57,21.57,-22.22222222,-7.692307692000001,7,12,3,23.42,4,1,16,0,,178781.29,13.65,1,0.0,13.7,39.7,1,16.89,24.19,43702.0,17.8,0,29.1,0.0,-42.12234755,-3.204842952
126, Arkansas,Craighead ,AR,99948,105835,5.56,5.26,14.08,7.5,-3.797468354,7.692307692000001,76,70,17,97.92,20,5,39,2,,217780.33,13.65,2,1.0,13.1,36.4,8,12.17,25.03,42460.0,17.3,0,24.3,0.0,-28.24129623,-3.204842952
127, Arkansas,Crawford ,AR,61940,62267,0.53,0.0,8.13,7.57,0.0,-16.66666667,28,30,9,41.0,8,2,26,4,,243823.32,13.65,1,0.0,11.4,35.1,5,13.29,26.39,46545.0,14.4,0,22.5,0.0,-32.65591896,-3.204842952
128, Arkansas,Crittenden ,AR,50065,49235,-1.69,-18.18,7.42,9.13,-2.857142857,5.263157895,34,20,13,67.58,9,1,29,1,,282190.14,13.65,0,0.0,15.8,38.8,2,10.76,29.09,37371.0,25.9,1,37.3,0.0,-28.38380405,-3.204842952
129, Arkansas,Cross ,AR,17651,17037,-3.6,-25.0,13.81,18.12,33.33333333,-41.66666667,12,7,4,19.92,3,1,13,0,,199702.16,13.65,1,0.0,13.6,37.9,1,15.44,25.15,39132.0,21.5,0,31.8,0.0,-26.238262300000002,-3.204842952
130, Arkansas,Dallas ,AR,7979,7469,-6.83,50.0,11.11,18.82,-25.0,50.0,3,6,1,10.0,3,0,8,2,,148023.6,13.65,0,0.0,14.4,36.2,0,18.16,23.57,33352.0,21.3,0,35.9,1.0,-38.18720263,-3.204842952
131, Arkansas,Desha ,AR,12575,11876,-5.89,-33.33,-1.81,3.72,-10.0,-31.25,9,11,3,18.08,4,0,8,0,,243827.08,13.65,0,0.0,15.1,39.6,0,15.14,25.96,30987.0,30.9,1,45.7,1.0,-23.80183221,-3.204842952
132, Arkansas,Drew ,AR,18762,18651,-0.6,0.0,27.37,28.0,0.0,18.18181818,15,13,2,19.0,2,1,12,1,,312183.84,13.65,0,0.0,13.6,34.3,0,14.78,23.56,39339.0,21.2,0,29.3,0.0,-40.12891162,-3.204842952
133, Arkansas,Faulkner ,AR,118534,122227,3.02,-9.09,21.75,18.24,27.41935484,-1.408450704,79,70,10,69.5,10,3,47,3,,246738.56,13.65,5,0.0,11.2,33.2,5,9.99,24.5,51157.0,14.8,0,17.0,0.0,-32.33891682,-3.204842952
134, Arkansas,Franklin ,AR,17957,17626,-1.88,0.0,37.91,41.19,0.0,30.0,6,13,1,17.58,2,1,10,1,,154513.61,13.65,0,0.0,13.8,37.1,0,16.59,24.45,41933.0,18.2,0,26.9,0.0,-46.01547921,-3.204842952
135, Arkansas,Fulton ,AR,12246,12123,-1.01,0.0,18.75,20.66,-42.85714286,-33.33333333,4,4,1,9.5,1,0,6,0,,99474.59,13.65,0,0.0,15.6,32.9,1,22.39,21.22,34717.0,19.4,0,34.2,0.0,-35.71545406,-3.204842952
136, Arkansas,Garland ,AR,96794,97477,0.7,-5.56,24.34,23.61,13.33333333,2.040816327,85,100,12,86.83,17,4,49,8,,256234.59,13.65,3,0.0,14.5,32.3,5,20.93,20.92,37723.0,19.3,0,28.2,0.0,-33.44572192,-3.204842952
137, Arkansas,Grant ,AR,18026,18082,0.31,-33.33,12.61,12.01,-33.33333333,12.5,6,9,2,11.17,2,1,11,0,,181004.05,13.65,1,0.0,11.1,38.3,1,14.51,24.17,47652.0,13.2,0,18.8,0.0,-38.66966864,-3.204842952
138, Arkansas,Greene ,AR,43166,44598,3.21,25.0,33.14,28.86,3.7037037039999996,-8.333333332999999,28,22,4,39.17,5,1,16,1,,246276.67,13.65,1,1.0,12.9,31.2,4,14.34,25.16,43996.0,17.1,0,24.9,0.0,-38.050337799999994,-3.204842952
139, Arkansas,Hempstead ,AR,22346,21974,-1.69,-62.5,11.73,13.76,-8.333333332999999,18.18181818,11,13,4,18.25,3,1,16,0,,292724.6,13.65,2,0.0,13.5,40.3,1,15.02,26.0,34560.0,24.1,0,34.1,0.0,-39.95053859,-3.204842952
140, Arkansas,Hot Spring ,AR,33457,33374,-0.25,-14.29,-0.88,-0.82,-17.64705882,12.5,14,9,5,28.17,6,1,14,1,,190460.39,13.65,0,0.0,12.2,34.7,1,15.69,23.35,39851.0,20.8,0,28.1,0.0,-19.16990522,-3.204842952
141, Arkansas,Howard ,AR,13693,13377,-2.36,-80.0,58.96,63.21,12.5,60.0,9,8,4,17.75,1,1,11,0,,175866.77,13.65,1,0.0,13.4,35.7,1,15.26,26.27,33199.0,18.7,0,30.7,0.0,-53.46426083,-3.204842952
142, Arkansas,Independence ,AR,36925,37168,0.65,20.0,-8.38,-8.73,-4.545454545,22.72727273,21,27,5,30.08,6,1,21,2,,225624.91,13.65,0,0.0,13.1,37.2,1,15.64,23.99,38241.0,18.0,0,26.8,0.0,-23.05743953,-3.204842952
143, Arkansas,Izard ,AR,13522,13433,-0.66,0.0,-7.94,-7.66,0.0,16.66666667,3,7,4,16.42,4,0,9,0,,85953.29,13.65,1,0.0,15.5,33.9,0,23.58,19.17,35355.0,19.8,0,31.4,0.0,-14.32429837,-3.204842952
144, Arkansas,Jackson ,AR,17649,17221,-2.49,-25.0,2.4,4.65,80.0,-20.0,9,8,5,21.33,3,0,12,0,,187042.67,13.65,1,0.0,12.9,37.2,1,15.87,20.75,32571.0,27.5,0,39.7,1.0,-36.33100593,-3.204842952
145, Arkansas,Jefferson ,AR,74618,70016,-6.57,13.33,-0.29,6.41,-9.677419355,3.225806452,56,32,9,85.25,17,1,39,2,,271091.81,13.65,1,1.0,15.4,40.7,1,13.24,23.8,36990.0,26.5,1,37.8,1.0,-26.81629647,-3.204842952
146, Arkansas,Johnson ,AR,25911,26176,1.01,100.0,19.3,18.04,-35.29411765,10.0,11,11,2,22.67,2,2,11,0,,236501.89,13.65,2,0.0,12.5,36.4,1,14.68,24.78,35877.0,21.8,0,29.1,0.0,-33.74195007,-3.204842952
147, Arkansas,Lafayette ,AR,7441,6847,-8.68,-33.33,-28.26,-21.97,50.0,-66.66666667,3,1,1,8.25,2,0,7,2,,74509.79,13.65,0,0.0,15.3,36.3,0,19.4,23.23,33864.0,22.7,1,36.3,1.0,-11.17256775,-3.204842952
148, Arkansas,Lawrence ,AR,17047,16735,-1.86,-20.0,-20.15,-18.83,50.0,22.22222222,6,11,5,17.83,4,0,11,1,,135373.7,13.65,2,0.0,13.2,31.8,0,18.15,22.92,34808.0,23.7,0,33.5,0.0,-17.57613807,-3.204842952
149, Arkansas,Lee ,AR,10162,9310,-9.15,0.0,13.87,24.95,0.0,-50.0,3,1,1,13.0,1,0,0,0,,197805.34,13.65,1,0.0,13.1,35.7,0,15.42,20.72,28481.0,35.9,1,48.7,1.0,-28.15344051,-3.204842952
150, Arkansas,Lincoln ,AR,14139,13705,-3.17,0.0,35.29,39.2,150.0,-40.0,5,6,1,9.58,1,0,5,0,,132835.07,13.65,0,0.0,12.3,37.5,1,12.44,19.41,40216.0,25.1,0,27.4,0.0,-47.08067865,-3.204842952
151, Arkansas,Little River ,AR,12920,12451,-3.77,-33.33,6.94,10.96,100.0,-57.14285714,6,3,3,12.83,2,1,7,0,,157473.17,13.65,1,0.0,12.9,32.7,0,17.11,23.82,39265.0,19.9,0,28.2,1.0,-31.49317151,-3.204842952
152, Arkansas,Logan ,AR,22018,21792,-1.04,-33.33,15.66,16.68,8.333333332999999,-30.76923077,13,9,2,16.0,2,0,19,0,,238833.95,13.65,3,1.0,13.8,37.5,0,17.19,24.56,37924.0,20.5,0,30.5,0.0,-32.46659034,-3.204842952
153, Arkansas,Lonoke ,AR,70101,72228,2.94,-27.27,21.86,17.83,0.0,-16.21621622,38,31,7,52.5,8,2,33,1,,165399.02,13.65,0,0.0,13.1,35.8,2,11.15,27.55,56240.0,11.9,0,16.7,0.0,-41.22485993,-3.204842952
154, Arkansas,Madison ,AR,15619,16072,2.82,33.33,28.74,25.32,50.0,22.22222222,3,11,2,9.33,4,0,6,1,,198023.48,13.65,1,0.0,11.8,34.0,0,15.6,24.18,41007.0,18.8,0,29.1,0.0,-17.37374627,-3.204842952
155, Arkansas,Marion ,AR,16616,16325,-1.78,-25.0,-1.48,-0.02,-16.66666667,-8.333333332999999,5,11,4,11.08,3,1,6,0,,232033.32,13.65,1,0.0,12.2,31.7,0,23.8,17.91,34946.0,18.8,0,34.7,0.0,-29.37928892,-3.204842952
156, Arkansas,Miller ,AR,43649,43787,0.32,-36.36,24.48,24.05,0.0,4.7619047619999995,24,22,5,44.92,7,1,26,0,,210150.14,13.65,2,0.0,12.3,35.9,2,13.76,24.27,39005.0,22.3,0,31.5,0.0,-43.809732200000006,-3.204842952
157, Arkansas,Mississippi ,AR,45531,42835,-6.29,-26.67,-2.45,3.76,0.0,-4.0,32,24,11,56.33,11,2,33,0,,227699.41,13.65,2,0.0,15.9,39.8,2,12.23,28.19,34888.0,26.3,1,37.6,1.0,-21.08726713,-3.204842952
158, Arkansas,Monroe ,AR,7843,7169,-9.4,-40.0,-13.64,-5.7,-16.66666667,0.0,5,5,3,14.25,3,0,7,0,,128901.93,13.65,0,0.0,17.2,37.5,0,18.91,22.58,30801.0,30.9,1,46.7,1.0,-17.38621655,-3.204842952
159, Arkansas,Montgomery ,AR,9320,8879,-4.97,-66.67,15.66,21.67,33.33333333,0.0,4,6,1,8.0,1,0,4,0,,73367.63,13.65,1,0.0,14.3,33.8,0,22.41,21.06,37813.0,21.8,0,34.8,0.0,-28.61423159,-3.204842952
160, Arkansas,Nevada ,AR,8911,8398,-6.11,0.0,1.05,7.39,0.0,0.0,3,2,1,8.0,1,0,7,0,,95282.91,13.65,1,0.0,13.9,36.0,0,17.65,23.69,35914.0,24.0,1,35.6,1.0,-7.940540744,-3.204842952
161, Arkansas,Newton ,AR,8087,7936,-1.9,33.33,-6.93,-5.17,0.0,-28.57142857,1,5,1,7.83,4,0,4,1,,57278.34,13.65,2,0.0,12.8,34.2,0,20.42,20.84,33679.0,24.2,1,37.1,0.0,-26.53751614,-3.204842952
162, Arkansas,Ouachita ,AR,25405,24098,-5.42,-33.33,26.92,33.76,14.28571429,-30.76923077,16,9,7,33.0,4,1,14,0,,198323.89,13.65,1,0.0,14.8,34.8,3,17.04,23.53,37987.0,22.8,0,35.1,1.0,-42.24943131,-3.204842952
163, Arkansas,Perry ,AR,10336,10132,-2.01,0.0,-16.88,-15.19,0.0,300.0,1,4,1,5.33,1,0,4,0,,112093.43,13.65,1,0.0,12.2,37.5,0,16.73,23.0,43020.0,16.8,0,25.9,0.0,0.681961466,-3.204842952
164, Arkansas,Phillips ,AR,20762,18975,-9.42,-22.22,-4.58,4.52,-41.66666667,12.5,7,9,4,31.25,7,1,11,1,,272914.1,13.65,2,0.0,16.7,45.5,1,14.96,28.1,28224.0,37.3,1,56.4,1.0,-26.728283100000002,-3.204842952
165, Arkansas,Pike ,AR,11270,10832,-4.04,-20.0,12.71,17.03,66.66666667,60.0,5,8,4,17.0,4,0,7,0,,107468.46,13.65,1,0.0,12.4,37.8,0,17.38,24.68,36266.0,18.5,0,30.2,0.0,-33.2691171,-3.204842952
166, Arkansas,Poinsett ,AR,24293,24023,-1.12,-16.67,5.33,6.57,6.25,8.333333332999999,17,13,6,28.0,5,1,17,0,,200236.62,13.65,1,0.0,13.8,38.4,0,15.86,24.24,32756.0,23.9,1,36.6,0.0,-24.21091617,-3.204842952
167, Arkansas,Polk ,AR,20440,20173,-1.32,-33.33,5.88,7.45,-33.33333333,5.555555556,8,19,3,16.5,4,1,12,1,,282327.72,13.65,2,0.0,13.9,36.7,1,19.48,23.82,34723.0,24.4,0,32.4,0.0,-29.38888926,-3.204842952
168, Arkansas,Pope ,AR,62631,63779,1.8,0.0,17.96,16.08,-5.454545455,-5.555555556,52,34,8,39.42,7,1,33,4,,267310.29,13.65,2,0.0,11.2,32.1,9,13.14,23.06,41074.0,20.8,0,24.6,0.0,-31.61119534,-3.204842952
169, Arkansas,Prairie ,AR,8460,8251,-2.53,-33.33,-2.02,0.44,-80.0,-33.33333333,1,4,4,8.08,2,0,7,1,,89324.72,13.65,0,0.0,14.3,36.3,0,19.7,21.55,39518.0,19.6,0,28.5,0.0,-17.84569876,-3.204842952
170, Arkansas,Pulaski ,AR,388905,393250,1.1,-12.5,23.13,21.79,4.242424242,11.93548387,344,347,45,337.58,63,10,220,25,,256296.69,13.65,11,3.0,12.0,31.7,43,11.99,24.09,46473.0,19.4,0,27.7,0.0,-35.89527054,-3.204842952
171, Arkansas,Randolph ,AR,17854,17448,-2.33,-16.67,11.81,14.89,-27.27272727,-9.090909091,8,10,2,13.42,5,1,9,0,,241056.21,13.65,1,0.0,12.7,35.3,3,18.7,23.21,34730.0,17.6,0,27.4,0.0,-39.63728731,-3.204842952
172, Arkansas,St. Francis ,AR,27907,26196,-6.53,33.33,-0.23,6.1,-16.66666667,-20.0,10,12,6,36.5,8,1,22,1,,239610.19,13.65,1,0.0,16.4,42.5,0,12.2,23.63,31625.0,30.7,1,44.3,0.0,-31.25875971,-3.204842952
173, Arkansas,Saline ,AR,111758,118703,5.85,-20.0,29.78,22.28,36.17021277,2.631578947,64,39,11,79.17,12,2,32,0,,166249.66,13.65,1,0.0,11.8,32.5,12,14.82,24.4,56926.0,10.7,0,15.3,0.0,-40.00585561,-3.204842952
174, Arkansas,Scott ,AR,10986,10277,-6.9,0.0,-1.91,5.09,100.0,-50.0,4,5,2,12.83,2,0,4,0,,151362.55,13.65,2,0.0,11.4,32.5,0,17.05,25.67,36028.0,20.8,0,34.7,0.0,-32.20787632,-3.204842952
175, Arkansas,Searcy ,AR,7988,7967,-0.26,50.0,-25.52,-25.14,0.0,0.0,4,3,2,9.0,3,0,4,1,,90602.71,13.65,1,0.0,13.4,35.0,0,21.29,20.44,30427.0,22.2,1,39.1,0.0,-16.20022153,-3.204842952
176, Arkansas,Sebastian ,AR,127418,127793,0.29,0.0,8.09,7.68,-6.796116505,13.63636364,96,100,15,118.0,19,5,60,10,,284077.76,13.65,3,0.0,12.9,36.9,14,13.14,25.35,41452.0,22.1,0,29.9,0.0,-27.44325922,-3.204842952
177, Arkansas,Sevier ,AR,17153,16910,-1.44,0.0,10.17,11.91,-12.5,120.0,7,11,3,21.67,4,1,14,0,,195535.26,13.65,0,0.0,12.2,36.7,1,12.59,29.55,41848.0,20.8,0,32.2,0.0,-30.330110100000002,-3.204842952
178, Arkansas,Sharp ,AR,17061,17157,0.56,0.0,-5.29,-5.86,-10.0,0.0,9,17,4,13.42,3,1,6,0,,323378.32,13.65,1,0.0,15.2,37.3,1,23.95,21.53,32095.0,24.6,0,39.2,0.0,-11.76667881,-3.204842952
179, Arkansas,Stone ,AR,12610,12539,-0.57,0.0,1.8,2.81,25.0,-11.11111111,10,8,3,9.42,2,1,5,0,,247636.17,13.65,2,0.0,12.7,32.6,0,22.8,20.61,32023.0,21.5,0,36.3,0.0,-21.63465384,-3.204842952
180, Arkansas,Union ,AR,40864,39887,-2.45,-40.0,-8.98,-6.74,12.5,16.66666667,27,28,6,37.17,6,1,35,4,,268369.46,13.65,1,0.0,13.5,39.4,2,15.56,24.16,42195.0,19.7,0,27.0,1.0,-16.94089115,-3.204842952
181, Arkansas,Van Buren ,AR,17167,16628,-3.24,-66.67,48.39,51.97,20.0,33.33333333,6,12,4,15.33,1,1,10,1,,227624.25,13.65,1,1.0,12.9,35.6,1,22.68,20.45,38306.0,19.0,0,29.6,0.0,-41.50875702,-3.204842952
182, Arkansas,Washington ,AR,211497,228049,7.26,26.92,18.83,10.16,1.2903225809999999,1.047120419,157,193,26,172.5,33,4,70,11,,162741.45,13.65,5,4.0,9.1,30.6,25,9.67,25.35,46418.0,16.9,0,21.3,0.0,-46.23989964,-3.204842952
183, Arkansas,White ,AR,78670,79263,0.75,-20.0,26.45,25.23,22.44897959,4.545454545,60,46,14,76.08,12,1,40,1,,209502.85,13.65,2,0.0,10.1,36.3,10,14.07,23.92,42508.0,19.7,0,24.2,0.0,-29.93099366,-3.204842952
184, Arkansas,Woodruff ,AR,7068,6641,-6.43,0.0,19.79,28.07,33.33333333,0.0,4,2,3,9.58,2,0,6,0,,132246.11,13.65,0,0.0,14.7,35.8,1,17.81,23.03,31013.0,25.8,1,39.3,1.0,-42.99112371,-3.204842952
185, Arkansas,Yell ,AR,21804,21552,-1.17,-50.0,21.5,23.64,-10.0,-66.66666667,9,5,3,21.67,2,1,13,0,,146694.9,13.65,0,0.0,12.9,37.1,0,15.4,26.28,37415.0,17.8,0,27.6,0.0,-45.05658404,-3.204842952
186, California,Alameda ,CA,1555542,1647704,5.59,5.01,2.09,-3.67,15.29850746,19.41673062,1236,1556,187,888.42,377,6,313,128,,216303.91,10.96,35,24.0,8.5,20.0,148,11.11,22.55,81462.0,11.5,0,13.8,0.0,-15.69696662,0.487399455
187, California,Alpine ,CA,1123,1071,-4.86,0.0,,,0.0,0.0,2,1,0,0.0,0,0,0,0,,0.0,10.96,0,0.0,10.3,23.4,0,14.13,21.79,50882.0,19.0,0,35.7,0.0,0.0,0.487399455
188, California,Amador ,CA,37089,37383,0.79,-7.69,15.54,14.46,-17.64705882,-2.43902439,14,40,9,34.08,12,0,12,5,,203341.21,10.96,4,0.0,10.2,25.5,4,20.65,16.78,55879.0,13.1,0,19.5,0.0,-17.23837926,0.487399455
189, California,Butte ,CA,221180,226864,2.51,-9.8,6.23,3.73,-0.666666667,14.75409836,149,140,27,204.67,46,1,70,14,,257367.68,10.96,8,4.0,10.2,25.9,18,15.37,20.99,45369.0,21.4,0,23.8,0.0,-5.535552629,0.487399455
190, California,Calaveras ,CA,44760,45171,0.91,20.0,22.64,21.48,20.83333333,-9.523809523999999,29,38,9,37.92,12,0,21,5,,120754.9,10.96,3,0.0,10.0,23.5,4,20.99,19.62,52471.0,13.0,0,21.2,0.0,-22.94852173,0.487399455
191, California,Colusa ,CA,21323,21588,1.23,-18.18,11.51,10.59,-25.0,15.38461539,9,15,10,23.42,9,0,14,3,,52100.82,10.96,2,0.0,9.6,25.4,1,11.65,29.93,51118.0,13.2,0,19.4,0.0,-23.07660958,0.487399455
192, California,Contra Costa ,CA,1078242,1135127,5.01,2.08,6.42,1.21,5.921052632,12.74362819,644,752,133,522.08,196,5,206,73,,233121.32,10.96,25,18.0,9.4,25.0,127,12.43,24.83,83036.0,10.2,0,12.7,0.0,-15.03860292,0.487399455
193, California,Del Norte ,CA,28212,27540,-2.44,-12.5,-5.18,-2.6,-37.5,10.52631579,10,21,7,25.92,7,1,4,1,,309279.89,10.96,1,0.0,8.4,25.5,0,13.54,21.45,38963.0,23.3,0,33.8,0.0,0.589280013,0.487399455
