,FIPS,State,County,"SNAP-authorized stores (% change), 2012-16","SNAP-authorized stores/1,000 pop (% change), 2012-16"
1881,36107,NY,Tioga,6.67,10.42
1882,36109,NY,Tompkins,8.88,6.47
1883,36111,NY,Ulster,7.41,8.95
1884,36113,NY,Warren,9.28,10.93
1885,36115,NY,Washington,2.6,4.49
1886,36117,NY,Wayne,41.51,44.89
1887,36119,NY,Westchester,-6.42,-7.66
1888,36121,NY,Wyoming,-3.52,-0.91
1889,36123,NY,Yates,-0.85,0.82
1890,37001,NC,Alamance,12.46,8.4
1891,37003,NC,Alexander,20.9,19.04
1892,37005,NC,Alleghany,-14.67,-14.05
1893,37007,NC,Anson,-6.02,-2.68
1894,37009,NC,Ashe,9.46,10.16
1895,37011,NC,Avery,30.72,31.61
1896,37013,NC,Beaufort,17.76,17.71
1897,37015,NC,Bertie,-2.44,1.49
1898,37017,NC,Bladen,5.96,9.65
1899,37019,NC,Brunswick,22.14,8.0
1900,37021,NC,Buncombe,21.97,16.45
1901,37023,NC,Burke,13.39,15.5
1902,37025,NC,Cabarrus,13.37,3.76
1903,37027,NC,Caldwell,1.2,1.79
1904,37029,NC,Camden,50.0,45.28
1905,37031,NC,Carteret,15.83,13.71
1906,37033,NC,Caswell,-13.78,-12.62
1907,37035,NC,Catawba,3.81,2.41
1908,37037,NC,Chatham,14.1,4.2
1909,37039,NC,Cherokee,17.87,14.01
1910,37041,NC,Chowan,4.37,7.19
1911,37043,NC,Clay,-15.63,-17.92
1912,37045,NC,Cleveland,9.36,9.73
1913,37047,NC,Columbus,16.23,18.56
1914,37049,NC,Craven,29.56,31.22
1915,37051,NC,Cumberland,14.61,13.53
1916,37053,NC,Currituck,47.59,37.69
1917,37055,NC,Dare,49.71,43.92
1918,37057,NC,Davidson,15.67,14.5
1919,37059,NC,Davie,12.47,10.91
1920,37061,NC,Duplin,25.24,27.5
1921,37063,NC,Durham,22.24,11.63
1922,37065,NC,Edgecombe,6.05,11.29
1923,37067,NC,Forsyth,8.26,4.36
1924,37069,NC,Franklin,19.44,13.47
1925,37071,NC,Gaston,3.15,-1.09
1926,37073,NC,Gates,-5.31,-2.08
1927,37075,NC,Graham,8.43,10.23
1928,37077,NC,Granville,14.7,17.43
1929,37079,NC,Greene,10.94,12.31
1930,37081,NC,Guilford,10.02,5.71
1931,37083,NC,Halifax,0.1,4.43
1932,37085,NC,Harnett,15.84,8.1
1933,37087,NC,Haywood,20.09,16.58
1934,37089,NC,Henderson,24.78,18.28
1935,37091,NC,Hertford,1.9,3.18
1936,37093,NC,Hoke,21.04,14.85
1937,37095,NC,Hyde,0.0,6.2
1938,37097,NC,Iredell,27.14,19.63
1939,37099,NC,Jackson,30.14,24.61
1940,37101,NC,Johnston,20.13,9.77
1941,37103,NC,Jones,26.6,32.13
1942,37105,NC,Lee,3.83,4.0
1943,37107,NC,Lenoir,7.4,11.0
1944,37109,NC,Lincoln,16.89,14.22
1945,37111,NC,McDowell,25.25,25.04
1946,37113,NC,Macon,31.72,29.77
1947,37115,NC,Madison,1.0,-1.83
1948,37117,NC,Martin,6.69,10.32
1949,37119,NC,Mecklenburg,14.03,4.75
1950,37121,NC,Mitchell,8.1,9.82
1951,37123,NC,Montgomery,20.19,21.29
1952,37125,NC,Moore,20.7,13.8
1953,37127,NC,Nash,4.95,6.85
1954,37129,NC,New Hanover,18.2,10.66
1955,37131,NC,Northampton,-10.19,-3.78
1956,37133,NC,Onslow,38.15,35.29
1957,37135,NC,Orange,21.37,18.07
1958,37137,NC,Pamlico,7.79,9.92
1959,37139,NC,Pasquotank,16.29,18.41
1960,37141,NC,Pender,23.55,13.32
1961,37143,NC,Perquimans,8.73,10.59
1962,37145,NC,Person,27.73,27.68
1963,37147,NC,Pitt,15.38,12.34
1964,37149,NC,Polk,-3.95,-4.25
1965,37151,NC,Randolph,12.32,11.57
1966,37153,NC,Richmond,4.6,8.53
1967,37155,NC,Robeson,11.16,13.05
1968,37157,NC,Rockingham,0.39,1.85
1969,37159,NC,Rowan,4.89,3.57
1970,37161,NC,Rutherford,0.24,1.6
1971,37163,NC,Sampson,-4.46,-3.21
1972,37165,NC,Scotland,-0.16,2.25
1973,37167,NC,Stanly,4.65,4.28
1974,37169,NC,Stokes,10.29,11.93
1975,37171,NC,Surry,21.13,23.56
1976,37173,NC,Swain,0.51,-0.92
1977,37175,NC,Transylvania,11.7,9.59
1978,37177,NC,Tyrrell,-12.5,-8.34
1979,37179,NC,Union,23.69,13.82
1980,37181,NC,Vance,24.36,26.86
1981,37183,NC,Wake,28.94,17.28
1982,37185,NC,Warren,3.6,7.09
1983,37187,NC,Washington,16.67,21.84
1984,37189,NC,Watauga,-1.8,-5.54
1985,37191,NC,Wayne,22.99,23.08
1986,37193,NC,Wilkes,23.15,24.17
1987,37195,NC,Wilson,16.02,16.32
1988,37197,NC,Yadkin,31.32,33.25
1989,37199,NC,Yancey,36.44,36.07
1990,38001,ND,Adams,33.33,33.68
1991,38003,ND,Barnes,3.7,4.55
1992,38005,ND,Benson,-10.0,-9.72
1993,38007,ND,Billings,,
1994,38009,ND,Bottineau,-3.45,-3.45
1995,38011,ND,Bowman,-25.81,-26.7
1996,38013,ND,Burke,0.0,-1.23
1997,38015,ND,Burleigh,14.36,3.82
1998,38017,ND,Cass,12.19,-0.03
1999,38019,ND,Cavalier,-56.6,-55.23
2000,38021,ND,Dickey,-4.76,-0.93
2001,38023,ND,Divide,0.0,-7.67
2002,38025,ND,Dunn,,
2003,38027,ND,Eddy,0.0,0.42
2004,38029,ND,Emmons,40.0,46.07
2005,38031,ND,Foster,37.5,41.2
2006,38033,ND,Golden Valley,-66.67,-66.91
2007,38035,ND,Grand Forks,-2.42,-7.38
2008,38037,ND,Grant,0.0,-1.85
2009,38039,ND,Griggs,0.0,3.73
2010,38041,ND,Hettinger,0.0,-2.89
2011,38043,ND,Kidder,-25.0,-24.63
2012,38045,ND,LaMoure,-34.38,-34.33
2013,38047,ND,Logan,0.0,-0.88
2014,38049,ND,McHenry,-7.69,-10.39
2015,38051,ND,McIntosh,0.0,3.58
2016,38053,ND,McKenzie,14.75,-27.38
2017,38055,ND,McLean,-11.76,-15.57
2018,38057,ND,Mercer,-29.41,-31.1
2019,38059,ND,Morton,-8.28,-16.34
2020,38061,ND,Mountrail,39.29,18.78
2021,38063,ND,Nelson,-6.67,-2.88
2022,38065,ND,Oliver,-76.47,-76.87
2023,38067,ND,Pembina,-9.09,-6.49
2024,38069,ND,Pierce,89.47,97.91
2025,38071,ND,Ramsey,-14.29,-14.37
2026,38073,ND,Ransom,-18.06,-17.45
2027,38075,ND,Renville,0.0,0.35
2028,38077,ND,Richland,-31.86,-32.43
2029,38079,ND,Rolette,-5.58,-7.37
2030,38081,ND,Sargent,9.09,9.26
2031,38083,ND,Sheridan,0.0,-4.24
2032,38085,ND,Sioux,0.0,-2.73
2033,38087,ND,Slope,,
2034,38089,ND,Stark,2.44,-12.1
2035,38091,ND,Steele,-50.0,-49.31
2036,38093,ND,Stutsman,0.0,-0.92
2037,38095,ND,Towner,-33.33,-31.71
2038,38097,ND,Traill,-5.56,-5.06
2039,38099,ND,Walsh,-8.96,-7.77
2040,38101,ND,Ward,4.64,-3.42
2041,38103,ND,Wells,-20.0,-16.62
2042,38105,ND,Williams,61.65,25.69
2043,39001,OH,Adams,-9.93,-8.5
2044,39003,OH,Allen,23.48,25.14
2045,39005,OH,Ashland,5.98,4.61
2046,39007,OH,Ashtabula,10.93,13.37
2047,39009,OH,Athens,2.38,-0.53
2048,39011,OH,Auglaize,30.43,30.26
2049,39013,OH,Belmont,2.5,3.99
2050,39015,OH,Brown,-4.78,-3.43
2051,39017,OH,Butler,6.43,4.47
2052,39019,OH,Carroll,-4.73,-1.57
2053,39021,OH,Champaign,-1.89,0.18
2054,39023,OH,Clark,3.21,5.07
2055,39025,OH,Clermont,10.91,8.76
2056,39027,OH,Clinton,13.77,13.73
2057,39029,OH,Columbiana,-2.17,0.49
2058,39031,OH,Coshocton,2.43,2.93
2059,39033,OH,Crawford,25.21,27.49
2060,39035,OH,Cuyahoga,6.03,7.36
2061,39037,OH,Darke,-7.72,-6.42
2062,39039,OH,Defiance,1.59,2.97
2063,39041,OH,Delaware,13.47,4.57
2064,39043,OH,Erie,9.21,11.09
2065,39045,OH,Fairfield,22.19,18.09
2066,39047,OH,Fayette,28.67,29.58
2067,39049,OH,Franklin,9.82,3.82
2068,39051,OH,Fulton,-2.12,-2.12
2069,39053,OH,Gallia,8.33,10.83
2070,39055,OH,Geauga,15.61,15.15
2071,39057,OH,Greene,13.22,12.42
2072,39059,OH,Guernsey,18.64,20.93
2073,39061,OH,Hamilton,2.31,1.42
2074,39063,OH,Hancock,12.3,12.01
2075,39065,OH,Hardin,3.09,3.59
2076,39067,OH,Harrison,10.22,13.15
2077,39069,OH,Henry,-5.31,-3.89
2078,39071,OH,Highland,-2.38,-2.45
2079,39073,OH,Hocking,0.0,3.29
2080,39075,OH,Holmes,-4.21,-6.19
2081,39077,OH,Huron,21.35,23.09
2082,39079,OH,Jackson,25.0,26.73
2083,39081,OH,Jefferson,2.17,4.75
2084,39083,OH,Knox,14.22,14.01
2085,39085,OH,Lake,25.93,26.46
2086,39087,OH,Lawrence,18.57,20.98
2087,39089,OH,Licking,41.34,37.51
2088,39091,OH,Logan,15.56,16.35
2089,39093,OH,Lorain,14.56,12.74
2090,39095,OH,Lucas,3.09,4.41
2091,39097,OH,Madison,-2.5,-3.32
2092,39099,OH,Mahoning,4.17,6.5
2093,39101,OH,Marion,18.62,20.7
2094,39103,OH,Medina,26.08,23.57
2095,39105,OH,Meigs,-12.29,-10.52
2096,39107,OH,Mercer,44.0,43.88
2097,39109,OH,Miami,23.43,21.52
2098,39111,OH,Monroe,29.08,32.16
2099,39113,OH,Montgomery,12.17,12.82
2100,39115,OH,Morgan,-23.81,-23.26
2101,39117,OH,Morrow,6.81,6.51
2102,39119,OH,Muskingum,6.16,6.01
2103,39121,OH,Noble,5.1,7.2
2104,39123,OH,Ottawa,7.21,9.07
2105,39125,OH,Paulding,4.37,6.75
2106,39127,OH,Perry,14.66,14.94
2107,39129,OH,Pickaway,22.64,20.15
2108,39131,OH,Pike,18.44,19.79
2109,39133,OH,Portage,9.37,9.05
2110,39135,OH,Preble,14.77,16.54
2111,39137,OH,Putnam,-18.62,-18.28
2112,39139,OH,Richland,16.11,17.62
2113,39141,OH,Ross,14.62,15.26
2114,39143,OH,Sandusky,3.72,5.79
2115,39145,OH,Scioto,2.31,5.52
2116,39147,OH,Seneca,15.7,17.09
2117,39149,OH,Shelby,10.81,12.05
2118,39151,OH,Stark,11.72,12.1
2119,39153,OH,Summit,13.22,13.33
2120,39155,OH,Trumbull,10.9,13.96
2121,39157,OH,Tuscarawas,11.7,11.67
2122,39159,OH,Union,-8.56,-13.08
2123,39161,OH,Van Wert,16.27,17.83
2124,39163,OH,Vinton,-8.7,-6.45
2125,39165,OH,Warren,6.54,1.93
2126,39167,OH,Washington,6.31,7.83
2127,39169,OH,Wayne,10.54,9.0
2128,39171,OH,Williams,6.69,8.12
2129,39173,OH,Wood,3.58,1.97
2130,39175,OH,Wyandot,14.12,16.64
2131,40001,OK,Adair,-3.89,-3.07
2132,40003,OK,Alfalfa,6.67,3.72
2133,40005,OK,Atoka,0.0,1.43
2134,40007,OK,Beaver,28.57,33.56
2135,40009,OK,Beckham,14.86,17.73
2136,40011,OK,Blaine,-15.75,-14.51
2137,40013,OK,Bryan,14.23,8.78
2138,40015,OK,Caddo,-12.12,-11.76
2139,40017,OK,Canadian,19.39,7.18
2140,40019,OK,Carter,13.58,12.48
2141,40021,OK,Cherokee,22.79,21.4
2142,40023,OK,Choctaw,-11.27,-9.5
2143,40025,OK,Cimarron,-25.0,-17.26
2144,40027,OK,Cleveland,18.91,13.35
2145,40029,OK,Coal,-4.21,1.08
2146,40031,OK,Comanche,10.54,14.39
2147,40033,OK,Cotton,-31.43,-28.96
2148,40035,OK,Craig,29.5,30.59
2149,40037,OK,Creek,10.98,9.96
2150,40039,OK,Custer,-17.66,-19.79
2151,40041,OK,Delaware,-4.18,-4.54
2152,40043,OK,Dewey,50.0,48.88
2153,40045,OK,Ellis,-25.0,-24.56
2154,40047,OK,Garfield,13.62,11.05
2155,40049,OK,Garvin,10.51,8.36
2156,40051,OK,Grady,-0.98,-3.76
2157,40053,OK,Grant,37.5,39.07
2158,40055,OK,Greer,-13.43,-12.22
2159,40057,OK,Harmon,0.0,7.47
2160,40059,OK,Harper,0.0,-1.1
2161,40061,OK,Haskell,-17.24,-16.0
2162,40063,OK,Hughes,31.29,33.91
2163,40065,OK,Jackson,-9.92,-7.31
2164,40067,OK,Jefferson,2.78,5.2
2165,40069,OK,Johnston,2.56,1.79
2166,40071,OK,Kay,5.29,7.37
2167,40073,OK,Kingfisher,-2.94,-6.87
2168,40075,OK,Kiowa,21.3,24.41
2169,40077,OK,Latimer,-15.04,-10.11
2170,40079,OK,Le Flore,1.33,1.33
2171,40081,OK,Lincoln,22.0,18.74
2172,40083,OK,Logan,10.03,3.13
2173,40085,OK,Love,5.56,0.92
2174,40087,OK,McClain,16.87,7.6
2175,40089,OK,McCurtain,5.18,6.4
2176,40091,OK,McIntosh,-12.73,-9.34
2177,40093,OK,Major,-10.0,-11.03
2178,40095,OK,Marshall,1.76,0.29
2179,40097,OK,Mayes,12.47,13.15
2180,40099,OK,Murray,-2.94,-4.72
2181,40101,OK,Muskogee,8.5,10.25
2182,40103,OK,Noble,6.36,7.65
2183,40105,OK,Nowata,23.93,26.22
2184,40107,OK,Okfuskee,13.24,15.01
2185,40109,OK,Oklahoma,2.4,-2.98
2186,40111,OK,Okmulgee,-2.93,-1.91
2187,40113,OK,Osage,34.49,34.81
2188,40115,OK,Ottawa,7.05,8.89
2189,40117,OK,Pawnee,18.31,18.23
2190,40119,OK,Payne,12.06,8.29
2191,40121,OK,Pittsburg,1.66,3.68
2192,40123,OK,Pontotoc,8.63,7.58
2193,40125,OK,Pottawatomie,0.72,-1.41
2194,40127,OK,Pushmataha,-27.84,-26.87
2195,40129,OK,Roger Mills,-33.33,-30.88
2196,40131,OK,Rogers,31.01,26.16
2197,40133,OK,Seminole,-17.84,-17.05
2198,40135,OK,Sequoyah,2.6,2.86
2199,40137,OK,Stephens,9.52,11.24
2200,40139,OK,Texas,24.84,27.2
2201,40141,OK,Tillman,0.0,4.78
2202,40143,OK,Tulsa,3.21,-1.46
2203,40145,OK,Wagoner,4.64,1.07
2204,40147,OK,Washington,6.74,5.81
2205,40149,OK,Washita,4.48,6.07
2206,40151,OK,Woods,-24.37,-27.4
2207,40153,OK,Woodward,0.0,-1.28
2208,41001,OR,Baker,-10.03,-10.87
2209,41003,OR,Benton,3.0,-0.4
2210,41005,OR,Clackamas,8.6,2.16
2211,41007,OR,Clatsop,30.24,25.75
2212,41009,OR,Columbia,2.48,-0.55
2213,41011,OR,Coos,13.49,11.31
2214,41013,OR,Crook,-1.45,-9.49
2215,41015,OR,Curry,1.43,-0.64
2216,41017,OR,Deschutes,1.97,-8.73
2217,41019,OR,Douglas,7.57,6.28
2218,41021,OR,Gilliam,33.33,40.45
2219,41023,OR,Grant,27.5,30.33
2220,41025,OR,Harney,33.33,31.87
2221,41027,OR,Hood River,-3.92,-6.6
2222,41029,OR,Jackson,7.58,2.55
2223,41031,OR,Jefferson,-7.03,-12.39
2224,41033,OR,Josephine,-0.88,-4.31
2225,41035,OR,Klamath,7.87,7.01
2226,41037,OR,Lake,59.09,57.75
2227,41039,OR,Lane,3.76,-0.45
2228,41041,OR,Lincoln,-1.08,-4.51
2229,41043,OR,Linn,0.23,-3.43
2230,41045,OR,Malheur,11.55,12.25
2231,41047,OR,Marion,-3.8,-8.47
2232,41049,OR,Morrow,42.17,41.79
2233,41051,OR,Multnomah,-0.1,-5.16
2234,41053,OR,Polk,-4.96,-11.31
2235,41055,OR,Sherman,71.43,73.63
2236,41057,OR,Tillamook,-6.6,-9.66
2237,41059,OR,Umatilla,22.32,22.9
2238,41061,OR,Union,-1.61,-2.84
2239,41063,OR,Wallowa,-5.26,-6.97
2240,41065,OR,Wasco,-5.95,-8.21
2241,41067,OR,Washington,-0.81,-6.79
2242,41069,OR,Wheeler,50.0,58.93
2243,41071,OR,Yamhill,-4.43,-8.78
2244,42001,PA,Adams,23.28,22.44
2245,42003,PA,Allegheny,8.49,8.84
2246,42005,PA,Armstrong,-3.34,-0.54
2247,42007,PA,Beaver,1.39,3.1
2248,42009,PA,Bedford,13.69,16.04
2249,42011,PA,Berks,1.3,0.98
2250,42013,PA,Blair,6.15,8.25
2251,42015,PA,Bradford,-2.9,0.33
2252,42017,PA,Bucks,5.24,5.35
2253,42019,PA,Butler,10.34,9.23
2254,42021,PA,Cambria,-3.0,1.93
2255,42023,PA,Cameron,-12.9,-8.02
2256,42025,PA,Carbon,10.71,13.17
2257,42027,PA,Centre,3.96,-0.09
2258,42029,PA,Chester,4.68,2.71
2259,42031,PA,Clarion,2.74,5.77
2260,42033,PA,Clearfield,-2.44,-1.73
2261,42035,PA,Clinton,10.2,11.0
2262,42037,PA,Columbia,7.51,8.26
2263,42039,PA,Crawford,0.12,1.67
2264,42041,PA,Cumberland,16.65,12.0
2265,42043,PA,Dauphin,3.0,1.48
2266,42045,PA,Delaware,2.25,1.83
2267,42047,PA,Elk,-0.6,2.89
2268,42049,PA,Erie,-0.62,0.97
2269,42051,PA,Fayette,0.66,2.88
2270,42053,PA,Forest,100.0,109.45
2271,42055,PA,Franklin,13.76,11.86
2272,42057,PA,Fulton,11.11,12.11
2273,42059,PA,Greene,-1.15,1.21
2274,42061,PA,Huntingdon,0.26,0.94
2275,42063,PA,Indiana,-4.96,-2.92
2276,42065,PA,Jefferson,-8.57,-7.13
2277,42067,PA,Juniata,20.92,21.12
2278,42069,PA,Lackawanna,13.65,15.35
2279,42071,PA,Lancaster,4.42,2.16
2280,42073,PA,Lawrence,-0.44,2.5
2281,42075,PA,Lebanon,12.87,9.94
2282,42077,PA,Lehigh,4.7,2.43
2283,42079,PA,Luzerne,6.22,7.78
2284,42081,PA,Lycoming,2.02,3.72
2285,42083,PA,McKean,23.96,27.65
2286,42085,PA,Mercer,6.26,8.84
2287,42087,PA,Mifflin,-3.44,-2.54
2288,42089,PA,Monroe,25.03,27.06
2289,42091,PA,Montgomery,8.17,6.42
2290,42093,PA,Montour,7.52,7.59
2291,42095,PA,Northampton,3.86,2.82
2292,42097,PA,Northumberland,1.76,3.84
2293,42099,PA,Perry,14.65,14.35
2294,42101,PA,Philadelphia,-7.38,-8.58
2295,42103,PA,Pike,24.42,27.42
2296,42105,PA,Potter,-12.5,-8.91
2297,42107,PA,Schuylkill,10.03,12.71
2298,42109,PA,Snyder,1.61,-0.39
2299,42111,PA,Somerset,-2.25,0.21
2300,42113,PA,Sullivan,24.64,31.22
2301,42115,PA,Susquehanna,-32.57,-29.55
2302,42117,PA,Tioga,-7.97,-5.51
2303,42119,PA,Union,-7.67,-8.91
2304,42121,PA,Venango,-0.58,2.61
2305,42123,PA,Warren,7.33,10.34
2306,42125,PA,Washington,8.91,9.29
2307,42127,PA,Wayne,11.17,13.89
2308,42129,PA,Westmoreland,9.47,11.92
2309,42131,PA,Wyoming,-2.56,-0.43
2310,42133,PA,York,2.55,1.19
2311,44001,RI,Bristol,-10.16,-10.02
2312,44003,RI,Kent,2.56,2.71
2313,44005,RI,Newport,0.48,-0.43
2314,44007,RI,Providence,-3.79,-4.6
2315,44009,RI,Washington,6.35,6.06
2316,45001,SC,Abbeville,11.48,12.51
2317,45003,SC,Aiken,28.79,25.22
2318,45005,SC,Allendale,-11.17,-1.91
2319,45007,SC,Anderson,7.99,4.02
2320,45009,SC,Bamberg,4.78,14.43
2321,45011,SC,Barnwell,-2.67,0.64
2322,45013,SC,Beaufort,27.46,16.95
2323,45015,SC,Berkeley,13.16,1.83
2324,45017,SC,Calhoun,55.64,56.84
2325,45019,SC,Charleston,2.1,-5.97
2326,45021,SC,Cherokee,5.13,3.31
2327,45023,SC,Chester,3.91,5.09
2328,45025,SC,Chesterfield,7.75,7.96
2329,45027,SC,Clarendon,15.4,16.78
2330,45029,SC,Colleton,-1.86,-1.26
2331,45031,SC,Darlington,1.65,3.02
2332,45033,SC,Dillon,3.31,5.28
2333,45035,SC,Dorchester,10.0,1.93
2334,45037,SC,Edgefield,6.51,6.46
2335,45039,SC,Fairfield,-1.73,1.35
2336,45041,SC,Florence,12.12,11.48
2337,45043,SC,Georgetown,11.87,9.66
2338,45045,SC,Greenville,9.27,2.44
2339,45047,SC,Greenwood,2.48,1.93
2340,45049,SC,Hampton,1.15,5.23
2341,45051,SC,Horry,14.68,0.43
2342,45053,SC,Jasper,28.28,16.42
2343,45055,SC,Kershaw,15.78,12.61
2344,45057,SC,Lancaster,3.01,-9.07
2345,45059,SC,Laurens,-5.62,-6.4
2346,45061,SC,Lee,-9.82,-4.61
2347,45063,SC,Lexington,13.5,7.24
2348,45065,SC,McCormick,8.11,11.47
2349,45067,SC,Marion,-24.45,-22.71
2350,45069,SC,Marlboro,-6.63,-2.47
2351,45071,SC,Newberry,0.74,-0.59
2352,45073,SC,Oconee,3.14,0.8
2353,45075,SC,Orangeburg,0.51,4.59
2354,45077,SC,Pickens,12.35,9.43
2355,45079,SC,Richland,13.32,8.97
2356,45081,SC,Saluda,30.89,28.92
2357,45083,SC,Spartanburg,5.63,1.18
2358,45085,SC,Sumter,5.01,5.65
2359,45087,SC,Union,-7.26,-5.32
2360,45089,SC,Williamsburg,-9.97,-5.28
2361,45091,SC,York,10.7,0.47
2362,46003,SD,Aurora,-55.56,-55.46
2363,46005,SD,Beadle,4.95,2.94
2364,46007,SD,Bennett,-10.0,-10.62
2365,46009,SD,Bon Homme,-7.5,-6.9
2366,46011,SD,Brookings,7.35,2.62
2367,46013,SD,Brown,-1.57,-6.09
2368,46015,SD,Brule,5.0,6.1
2369,46017,SD,Buffalo,0.0,-1.13
2370,46019,SD,Butte,9.52,9.77
2371,46021,SD,Campbell,100.0,102.61
2372,46023,SD,Charles Mix,16.89,14.65
2373,46025,SD,Clark,33.33,30.74
2374,46027,SD,Clay,-8.45,-8.16
2375,46029,SD,Codington,8.97,7.2
2376,46031,SD,Corson,1.37,0.02
2377,46033,SD,Custer,-7.69,-10.45
2378,46035,SD,Davison,2.07,1.39
2379,46037,SD,Day,-20.0,-19.4
2380,46039,SD,Deuel,128.57,136.62
2381,46041,SD,Dewey,-16.67,-19.63
2382,46043,SD,Douglas,-2.7,-1.44
2383,46045,SD,Edmunds,-14.58,-12.98
2384,46047,SD,Fall River,-5.26,-3.58
2385,46049,SD,Faulk,-50.0,-49.51
2386,46051,SD,Grant,-14.29,-12.95
2387,46053,SD,Gregory,15.28,17.88
2388,46055,SD,Haakon,0.0,2.48
2389,46057,SD,Hamlin,-1.67,-3.46
2390,46059,SD,Hand,0.0,2.08
2391,46061,SD,Hanson,,
2392,46063,SD,Harding,0.0,2.97
2393,46065,SD,Hughes,-17.53,-18.24
2394,46067,SD,Hutchinson,1.77,-0.73
2395,46069,SD,Hyde,0.0,6.29
2396,46071,SD,Jackson,-1.18,-5.19
2397,46073,SD,Jerauld,0.0,2.15
2398,46075,SD,Jones,0.0,9.28
2399,46077,SD,Kingsbury,10.42,15.25
2400,46079,SD,Lake,-8.86,-16.9
2401,46081,SD,Lawrence,33.33,28.67
2402,46083,SD,Lincoln,33.48,18.35
2403,46085,SD,Lyman,0.0,-2.7
2404,46087,SD,McCook,-18.06,-18.27
2405,46089,SD,McPherson,0.0,0.04
2406,46091,SD,Marshall,50.0,45.94
2407,46093,SD,Meade,1.11,-4.88
2408,46095,SD,Mellette,41.67,41.6
2409,46097,SD,Miner,0.0,1.97
2410,46099,SD,Minnehaha,3.33,-3.45
2411,46101,SD,Moody,-26.53,-27.2
2412,46103,SD,Pennington,16.93,11.56
2413,46105,SD,Perkins,0.0,1.81
2414,46107,SD,Potter,-16.67,-14.49
2415,46109,SD,Roberts,-8.72,-8.3
2416,46111,SD,Sanborn,0.0,-3.01
2417,46113,SD,Shannon,40.54,
2418,46115,SD,Spink,33.33,37.3
2419,46117,SD,Stanley,0.0,-0.8
2420,46119,SD,Sully,91.67,92.48
2421,46121,SD,Todd,-7.69,-9.63
2422,46123,SD,Tripp,4.76,4.63
2423,46125,SD,Turner,0.0,-0.11
2424,46127,SD,Union,-2.35,-2.87
2425,46129,SD,Walworth,-19.79,-21.95
2426,46135,SD,Yankton,33.33,33.26
2427,46137,SD,Ziebach,89.47,94.07
2428,47001,TN,Anderson,22.78,21.94
2429,47003,TN,Bedford,28.09,22.93
2430,47005,TN,Benton,13.16,15.61
2431,47007,TN,Bledsoe,-12.44,-23.68
2432,47009,TN,Blount,18.4,14.27
2433,47011,TN,Bradley,13.72,10.07
2434,47013,TN,Campbell,16.91,18.99
2435,47015,TN,Cannon,44.23,42.01
2436,47017,TN,Carroll,28.23,29.59
2437,47019,TN,Carter,2.97,4.53
2438,47021,TN,Cheatham,84.3,81.48
2439,47023,TN,Chester,9.3,7.54
2440,47025,TN,Claiborne,-1.25,-1.31
2441,47027,TN,Clay,-8.92,-7.88
2442,47029,TN,Cocke,-0.31,0.69
2443,47031,TN,Coffee,30.56,27.07
2444,47033,TN,Crockett,0.0,1.47
2445,47035,TN,Cumberland,-3.29,-5.97
2446,47037,TN,Davidson,0.97,-4.36
2447,47039,TN,Decatur,-3.36,-4.15
2448,47041,TN,DeKalb,-1.63,-3.97
2449,47043,TN,Dickson,30.41,25.94
2450,47045,TN,Dyer,17.42,19.13
2451,47047,TN,Fayette,-9.41,-11.54
2452,47049,TN,Fentress,0.0,-0.52
2453,47051,TN,Franklin,0.63,-1.61
2454,47053,TN,Gibson,19.39,19.93
2455,47055,TN,Giles,22.07,21.1
2456,47057,TN,Grainger,6.39,4.7
2457,47059,TN,Greene,11.69,12.03
2458,47061,TN,Grundy,-11.52,-9.8
2459,47063,TN,Hamblen,16.98,15.07
2460,47065,TN,Hamilton,12.13,8.31
2461,47067,TN,Hancock,12.28,14.72
2462,47069,TN,Hardeman,-2.3,1.92
2463,47071,TN,Hardin,-14.43,-13.52
2464,47073,TN,Hawkins,6.32,6.37
2465,47075,TN,Haywood,11.22,13.63
2466,47077,TN,Henderson,4.75,5.5
2467,47079,TN,Henry,10.03,10.13
2468,47081,TN,Hickman,7.62,7.07
2469,47083,TN,Houston,-4.85,-1.59
2470,47085,TN,Humphreys,27.01,26.51
2471,47087,TN,Jackson,-1.48,-2.55
2472,47089,TN,Jefferson,36.74,33.31
2473,47091,TN,Johnson,-3.53,-1.68
2474,47093,TN,Knox,12.61,8.95
2475,47095,TN,Lake,0.0,1.72
2476,47097,TN,Lauderdale,-5.32,-1.98
2477,47099,TN,Lawrence,9.08,6.56
2478,47101,TN,Lewis,4.55,4.48
2479,47103,TN,Lincoln,6.9,6.45
2480,47105,TN,Loudon,26.8,22.71
2481,47107,TN,McMinn,19.17,18.19
2482,47109,TN,McNairy,-12.66,-11.83
2483,47111,TN,Macon,50.0,43.91
2484,47113,TN,Madison,5.46,6.53
2485,47115,TN,Marion,-10.09,-10.58
2486,47117,TN,Marshall,27.1,22.99
2487,47119,TN,Maury,20.69,9.97
2488,47121,TN,Meigs,21.57,18.46
2489,47123,TN,Monroe,12.38,10.33
2490,47125,TN,Montgomery,28.77,21.36
2491,47127,TN,Moore,0.0,0.25
2492,47129,TN,Morgan,-4.1,-2.43
2493,47131,TN,Obion,-1.9,0.54
2494,47133,TN,Overton,-11.79,-11.23
2495,47135,TN,Perry,-15.15,-16.26
2496,47137,TN,Pickett,-25.81,-26.41
2497,47139,TN,Polk,3.15,2.62
2498,47141,TN,Putnam,16.73,12.58
